Ngo Name,Mobile No,Email,City
MEERA FOUNDATION,9842085893,meerafound@gmail.com,"1576/2000, MADURAI, TAMIL NADU"
RURAL DEVELOPMENT ACTION CELL,9437077784,bijay_rdac@rediffmail.com,"MBJ-2772/177, Baripada, ORISSA"
KASHMIR RESEARCH INSTITUTE OF EDUCATION AND SOLAR,9906536026,kriest.society@yahoo.com,"3200-S, Anantnag, JAMMU & KASHMIR"
CHILD IN NEED INSTITUTE,9831298660,cini@cinindia.org,"S/17076/1975-76, KOLKATA, WEST BENGAL"
Manav Vikas Sansthan,9427668648,manav1721@gmail.com,"Guj/1760, Ghaspur, GUJARAT"
Chiranabin,9733903617,chiranabin@gmail.com,"S12109, Kolkata, WEST BENGAL"
Sardar Patel Snatak Mitra Mandal,9825206747,spsmm_bvn@yahoo.co.in,"F-656/BVN, Bhavnagar, GUJARAT"
Harihar Thakor Trust,9825150024,hariharthakor@yahoo.com,"E-1940 Surat, Surat, GUJARAT"
Association for Rural Upliftment and National Allegiance,9338464261,arunaorissa@gmail.com,"GJM 3723  1994 1995, Brahmapur, ORISSA"
KALYANI SOCIAL WELFARE AND RESEARCH ORGANIZATION,9425556961,kalyaniindiaorg@gmail.com,"CG State - 414, Bhilai Nagar, CHHATTISGARH"
Raychak Morning Star Club,9733592282,mondalb21@yahoo.in,"S63013, East Medinipur, WEST BENGAL"
BHAIRABI CLUB,9437177490,bhairabi_27@yahoo.co.in,"11442/288 OF 1977-78, KHORDHA, ORISSA"
SOCIETY FOR HEALTHY ENVIRONMENT AND HEALTH CARE,9437111758,sushant@dnares.in,"01-2004, PARALAKHEMUNDI, ORISSA"
kesharwani shiksha samiti,9589856491,samiti.kesharwani@gmail.com,"bs1365, Ramanujganj, CHHATTISGARH"
Ramraj Environment,9871288388,ramrajenv@gmail.com,"DR/GGN/235 of 2008-09, Gurgaon, HARYANA"
HOWRAH GREEN WORLD,9874856778,hgwrsu99@yahoo.co.in,"S/1L/25769, HOWRAH, WEST BENGAL"
Srishti Seva Sansthan,9839591950,srishtiseva@gmail.com,"354, Maharajganj, UTTAR PRADESH"
PUBLIC WELFARE and DEVELOPMENT SOCIETY,9442263431,pwds9442263431@gmail.com,"95, Erode, TAMIL NADU"
Abhudaya Sansthan,9415557480,abhyudaya.india@rediffmail.com,"706, Varanasi, UTTAR PRADESH"
Rahara Abhikshan,9433965148,rahara.abhikshan@gmail.com,"S/96723, Kolkata, WEST BENGAL"
Social Organisation For Voluntary Action,9437361026,sova_dkl@rediffmail.com,"2846/210, Dhenkanal, ORISSA"
Kashmir Artisans Society,9419573686,kasfayaz@gmail.com,"3714-s, Srinagar, JAMMU & KASHMIR"
Future Planner Society,9415300498,futureplanner@rediffmail.com,"1513-2007/2008, Varanasi, UTTAR PRADESH"
lokdrashti charitable trust,9825034591,lok_drashti@yahoo.com,"e/4118/surat, surat, GUJARAT"
Shree Harsiddh Education Trust,9974703001,harsiddh_trust@yahoo.co.in,"F/191/BANASKANTHA, Vadodara, GUJARAT"
Jagrook Mahila Sanstha Parcham,9837378699,parchamorg@gmail.com,"55/1999-2000, Saharanpur, UTTAR PRADESH"
Kasthuribha Mahila Mandal,9944794653,kmm_apk@yahoo.com,"32/1993, Kariyapatti, TAMIL NADU"
SITARAMPUR SAMAJ KALYAN SAMITY,9775025745,ssks1996@gmail.com,"S/95357, KOLKATA, WEST BENGAL"
Setu,9810060329,rkl@mysetu.org,"1313, Noida, UTTAR PRADESH"
Mamta Health Institute for Mother and Child,9811647579,mamta@yrshr.org,"S/21578, New Delhi, DELHI"
The Malabar Social Service Society MASSS,9495538063,info@masss.in,"690(92), Kanuur, KERALA"
Development Support Team,9825360745,devteam@hotmail.com,"E.2973, Ankleshwar, GUJARAT"
K E Trust,9207163423,KETRUST08@gmail.com,"408/80, Thiruvananthapuram, KERALA"
Village Welfare Society,9831004401,vws@village.net.in,"S/34759 of 1981-82, Kolkata, WEST BENGAL"
Gayatri Rural Educational Society,9866291276,gresngo@yahoo.com,"366 of 2000, Srikakulam, ANDHRA PRADESH"
Family Planning Association of India,9892092885,fpai@fpaindia.org,"E 259 (B), Mumbai, MAHARASHTRA"
Society for Animal Health Agriculture Science and Humanity,9473795690,sahashindia@gmail.com,"1324, Amethi, UTTAR PRADESH"
Berhampora Prabeen Sabha,9434229132,berprabeen@yahoo.in,"S-83443, Berhampore, WEST BENGAL"
JAI NARAYAN SARVODAYA VIDYALAYA SAMITI,9406535112,jaynarayan_btl@rediffmail.com,"877, Betul, MADHYA PRADESH"
BANCHBO SOCIOCULTURAL ASSOCIATION,9331036206,banchbo@gmail.com,"S/87769, KOLKATA, WEST BENGAL"
Sarvabhoum Samaj Kalyan Sanstha,9827298714,news.of.socialwork@gmail.com,"03/27/03/11275/08, Indore, MADHYA PRADESH"
Smruti Gramin Adivasi Vikas Bahuddeshiya Sevabhavi Sanstha,9423462260,smruti.sanstha@gmail.com,"Maha/11/05/Ahmednagar, Akole, MAHARASHTRA"
Rishi vana trust,9324269483,ssymeena@yahoo.co.in,"TR/27166, MUMBAI, MAHARASHTRA"
Voice Society,9350998460,coo@consumer-voice.org,"35201/99, Delhi, DELHI"
GANDHI KUSTH NIVARAN PRATISTHAN,9431089536,gknp4help@gmail.com,"5/1963-64, BHABUA, BIHAR"
Dantan Manav Kalyan Kendra,9476336474,dmkk22@gmail.com,"S/1L/9664, Kolkata, WEST BENGAL"
Vikram A Sarabhai Community Science Centre,8690444407,info@vascsc.org,"GUJ/2425/AHMEDABAD, Ahmedabad, GUJARAT"
Roja Muthiah Research Library Trust,9444042456,rmrl@dataone.in,"836/04, Chennai, TAMIL NADU"
shiv shakti kelavni mandal,9824553206,shiv_shakti_m@yahoo.com,"e-3232-kheda/E/1726/anand, bajipura, GUJARAT"
TT Ranganathan Clinical Research Foundation,9444513633,ttrcrf@md2.vsnl.net.in,"19/1980, Chennai, TAMIL NADU"
SARTHI,947717125,sarthi_godhar@rediffmail.com,"Guj/119/Panchmahals, Nadiad, GUJARAT"
shree sai sanstha,9422525111,drmmb5@yahoo.co.in,"1175 F14405, Pune, MAHARASHTRA"
Noida Lok Manch,9810722102,noidalokmanch@gmail.com,"167/98-99, Noida, UTTAR PRADESH"
Amanat Foundation Trust,9830203786,amanat_kolkata@yahoo.com,"IV/1115/1994, Kolkata, WEST BENGAL"
Noapara Vivekananda Social Welfare Society,9433135733,nvsws2000@gmail.com,"S/1L/1222, Kolkata, WEST BENGAL"
Sanchetana Community Health and Research Centre,,sanchetana@sanchetana.org,"E 5223, AHMEDABAD, GUJARAT"
centre for rehabilitation services and research,9437060238,crsrorissa@gmail.com,"20173/137, Bhadrak, ORISSA"
BHARAT LOKHIT SEVA SAMITI,9898148297,contact@chinmayindia.org,"GUJ/4373/AHMEDABAD, AHMEDABAD, GUJARAT"
S E C U R E,9440160129,secure.org@gmail.com,"674/91, Palvoncha, TELANGANA"
Bethesda Charitable Endeavors,9560872878,bethesda_kj@hotmail.com,"55434, Delhi, DELHI"
PEOPLE FOR ANIMALS FARIDABAD,9213961501,info@pfafaridabad.com,"3511, FARIDABAD, HARYANA"
SANKALP,9897013551,ambarvishal@gmail.com,"875, Agra, UTTAR PRADESH"
PFI FOUNDATION,9435072356,pfifound@gmail.com,"4292, Guwahati, ASSAM"
Mewat Development Society,9811024504,drsubhankhan@gmail.com,"2800 of 1987-88, Gurugram, HARYANA"
Council for Education Research and Development,9085161760,d_likhok@yahoo.com,"JOR/238/E/18, Jorhat, ASSAM"
International centre for women and child,9868804542,icwc_india@yahoo.co.in,"S26073, Delhi, DELHI"
Janhit Society for Social Welfare,9210089544,janhitsociety@yahoo.co.in,"S-34933, Delhi, DELHI"
Satya Special School,9345454449,admin@satyaspecialschool.org,"521/2002, Pondicherry, PUDUCHERRY"
KHAMARPARA SISHU SANGHA,9748148171,anjanaichmajumder@yahoo.in,"S/10162, KOLKATA, WEST BENGAL"
SCODWES,9449629939,scodwes@rediffmail.com,"R.No.DR/SOR/40/2005-06, Sirsi, KARNATAKA"
Deepalaya,9582217446,jaswant@deepalaya.org,"S 11359, New Delhi, DELHI"
Gram Vikash Sangha,9937505604,jp_gvs@rediffmail.com,"CTC-129-129, Jagatsinghpur, ORISSA"
CHETNA an activity of Nehru Foundation for Dev,9924213136,chetna456@vsnl.net,"E 1408, Ahmedabad, GUJARAT"
New Life,9952415496,newlife_elc@yahoo.com,"324/1993, Trichirappalli, TAMIL NADU"
Karmakshetra Educational Foundation,9913701051,admn@darpana.com,"E/285, Ahmedabad, GUJARAT"
Society for Human Awareness and Rural Development,9441382141,shard_ltv@yahoo.com,"3682, Hyderabad, TELANGANA"
PARIVARTAN SANDESH,9313639052,parivartansandeshasia@gmail.com,"S/55753/2006, New Delhi, DELHI"
Shyam Institute,9425017555,sansthan@shyaminstitute.in,"2V113/84-85, Datia, MADHYA PRADESH"
GRAM PARIVARTAN KENDRA,9448632917,gpkbgm@yahoo.com,"DR/SOR/61/1990-91, BELGAUM, KARNATAKA"
Amjam Radhamadhab Social Welfare Society,9932825981,armsws@gmail.com,"S/99399, Kolkata, WEST BENGAL"
Harit Kranti Pratishtan,9422040630,harit.kranti@rediffmail.com,"F-4810(Sangli), Miraj, MAHARASHTRA"
SAMAJ SEWA SANGH,9971517551,samajsevasangh@yahoo.com,"S/7309, Delhi, DELHI"
Bharathamatha Family Welfare Foundation,9942227001,ourbharathamatha@yahoo.co.in,"41/92, Thiruthuraipundi, TAMIL NADU"
KOTTAYAM SOCIAL SERVICE SOCIETY,9447365180,info@ksss.in,"K.15 of 1964, KOTTAYAM, KERALA"
Bastar Samajik Jan Vikas Samiti,9424284171,sushilbsjvs@gmail.com,"2423, Jagdalpur, CHHATTISGARH"
Savata Mali Samaj Vikas Shaikshanik  Bahu Mandal,9604030555,sawatamalingo@gmail.com,"Maharashtra/3896/Buldana/1996, Buldana, MAHARASHTRA"
MAHITI,9558803902,mahiti@bsnl.in,"F/4410/AHMEDABAD, AHMEDABAD, GUJARAT"
Marwar Muslim Educational and Welfare Society,9414127387,marwarimuslim@gmail.com,"109/70-71, Jodhpur, RAJASTHAN"
Gowthami Foundation,9440265620,gowthamifoundation@gmail.com,"171/1989, Ongole, ANDHRA PRADESH"
Gramin Samaj Kalyan Vikas Manch,9431159447,gskvm@yahoo.com,"339, DALTONGANJ, JHARKHAND"
CAP FOUNDATION,8978969698,info@capfoundation.in,"299/IV/2003, Hyderabad, ANDHRA PRADESH"
Rajadighi Community Health Service Society,8967139255,secretaryrchss@gmail.com,"S/65167, Malda, WEST BENGAL"
AJMAL Foundation,9435168635,ajmalfoundation.sdl@gmail.com,"3480/176, Hojai, ASSAM"
yogdan,9140682894,yogdan_2001@rediffmail.com,"010, Lucknow, UTTAR PRADESH"
Vanita Shishu Vihar,9825268378,vanitashishuvihar@yahoo.co.in,"F-115, palanpur, GUJARAT"
VIJAY KRIDA MANDAL,9833158944,vijaykrida@yahoo.co.in,"F-14771, MUMBAI, MAHARASHTRA"
Consumer Unity and Trust Society,9829285926,usm@cuts.org,"99 84-85, Jaipur, RAJASTHAN"
Grameen Vikas Sansthan,9415281073,gvsabbasi123@rediffmail.com,"713/89-90, Mau, UTTAR PRADESH"
Sai Life Care,9823993860,sailifecarengo@gmail.com,"79/Goa/96, Ponda, GOA"
Kusum Audyogic Sansthan,9839707242,kusum_aud@rediffmail.com,"876, Ballia, UTTAR PRADESH"
Society for Welfare of The Handicapped Regd,9780043892,patiala-deafblind-school@hotmail.com,"DI 210, Patiala, PUNJAB"
SriSakthiSocialEconomical Educational WelfareTrust,9865281618,sakthitrust01@yahoo.co.in,"281/2001, Dindigul, TAMIL NADU"
Mrinaljyoti Rehabilitation Centre,9954485197,mrinaljyoti@yahoo.co.in,"RS/DIB/255/A/08, Duliajan, ASSAM"
SHIVAM ALCA,9301975141,shivam.alca@gmail.com,"07/38/03/07276/08, DEWAS, MADHYA PRADESH"
North East Development Consortium,9864958553,nedc2009@gmail.com,"KAM/240/A-18/199, GUWAHATI, ASSAM"
ACET SWAROJGAR SANGH,9546553500,ujjalasahay@rediffmail.com,"176/2003-04, RANCHI, JHARKHAND"
North Bengal Handicapped Rehabilitation Society,9434716599,nbhrs@bsnl.in,"S/65770, Siliguri, WEST BENGAL"
INDIAN RESEARCH INSTITUTE FOR INTEGRATED MEDICINE,9831111317,iriim@rediffmail.com,"S/33284, Howrah, WEST BENGAL"
JAGRAN,9334672201,jagran@live.com,"337/92-93, PATNA, BIHAR"
THE SARASWATHY SHANMUGAM PUBLIC CHARITABLE TRUST,9843326013,info@sspct.org,"8/96, KALASAPAKKAM, TAMIL NADU"
Baikunthapur Tarun Sangha,9433095430,btsruraloffice@gmail.com,"S39842, Kolkata, WEST BENGAL"
Pondicherry Multipurpose Social Service Society,9597555211,pmssspondy@gmail.com,"6/1977, Puducherry, PUDUCHERRY"
Shohratgarh Environmental Society,9450553206,sesindia@sesindia.org,"1627, Shohratgarh, UTTAR PRADESH"
Caring of people and advancing life society,9415649086,anil_caring@rediffmail.com,"1072/1999-2000, Pratapgarh, UTTAR PRADESH"
sankar madhab kristi bikash kendra,9401008681,smkbk21@rediffmail.com,"RS 2962 of 1989-1990, Nagaon, ASSAM"
VIVEKANANDA ADIBASI KALYAN SAMITY,9732020496,anathsorenvaks@rediffmail.com,"S/15620 OF 1974-1975, BANKURA, WEST BENGAL"
SUKARYA,9910248487,sukarya@sukarya.org,"645, Gurgaon, HARYANA"
Barasat Unnayan Prostuti,9433809012,reachbup@yahoo.co.in,"S/75414, Kolkata, WEST BENGAL"
SUBHAM VOLUNTARY ORGANISATION,9937202815,subham_bdk@rediffmail.com,"BDK1509-2/2002, BHADRAK, ORISSA"
PaulFoundation,9788979901,paulfoundation@rediffmail.com,"1255, Tiruchirappalli, TAMIL NADU"
Agricultural Science Foundation,9448358772,asf_hulkoti@yahoo.co.in,"213/80-81, Dharwad, KARNATAKA"
GAon VIKAS MANCH,9431405190,gaonvikasmanch_sitamarhi@rediffmail.com,"1086, SITAMARHI, BIHAR"
Sir Syed Trust,7742090931,asifzaidi.786@gmail.com,"2008397008426 JAIPUR-V, Bhiwadi, RAJASTHAN"
Nalbari Zila Samaj Seva Sangha,9864401249,nzsss1@hotmail.com,"RS/NAL/246/B/80, Nalbari, ASSAM"
Rajiv Open Institute,9435070884,rgoi@rediffmail.com,"1745 of 1994-95, Silchar, ASSAM"
Shibkalinagar North Welfare Society,9874918119,monomohanbayen@gmail.com,"S/89307, Kolkata, WEST BENGAL"
Womens Education and Economic Development Society,9941778889,weedsindia@gmail.com,"154/89, Chennai, TAMIL NADU"
Sampurna,9312725707,shobhavijender@rediffmail.com,"36743, Delhi, DELHI"
Emmanuel Hospital Association,9971790393,thomasmathew@eha-health.org,"4546, Delhi, DELHI"
Development Education Centre,9444336747,anbalaya96@gmail.com,"36of1996, Chennai, TAMIL NADU"
Association for Rural Community Development,9443286782,arcod@rediffmail.com,"3/1988, Krishnagiri, TAMIL NADU"
VOLUNTARY ASSOCIATION FOR RURAL REFORMATION AND SENSATIONAL ACTION,9437104965,varrasa.bls@gmail.com,"BLS-6606-57, BALESWAR, ORISSA"
Tiruvalla Social Service Society,9747223008,bodhanatiruvalla@gmail.com,"9/72, Tiruvalla, KERALA"
Care EarthTrust,9940099372,jvencatesan@gmail.com,"506/IV/2008, Chennai, TAMIL NADU"
Women and Child Welfare Society,9437534224,wcwsminati@gmail.com,"19815/43 of 1995-96, Cuttack, ORISSA"
SWEEKAAR REHABILITATION INSTITUTE FOR HANDICAPPED,9348934901,sweekaar@gmail.com,"223/1977, Secunderabad, TELANGANA"
Trinity Care Foundation,9880394959,support@trinitycarefoundation.org,"SHV-4-00745-2007-08, Bangalore, KARNATAKA"
Agewell Foundation,9810030979,agewellfoundation@gmail.com,"No. 295 addl. book no.4 pg.615, New Delhi, DELHI"
SADAYANODAI ILAIGNAR NARPANI MANDRAM SINAM,9443039103,sinamtn@gmail.com,"17/86, TIRUVANNAMALAI, TAMIL NADU"
Shree Saraswati Education Trust,9825434804,setpatan@ymail.com,"F/175/Banaskantha, Patan, GUJARAT"
Matri O Sishu Bikash Kendra,9477059410,mosbk@rediffmail.com,"S/58200, Howrah, WEST BENGAL"
Dubrajpur Gandhi Institute for Rural Development,9831498455,dgird@rediffmail.com,"S/1L/6855, Bankura, WEST BENGAL"
The Scouts Guides Organisation,9931885237,the_scouts@yahoo.co.in,"62/06-07, New Delhi, DELHI"
AGENCY FOR SUSTAINABLE DEVELOPMENT INITIATIVES,9863115981,af_sdi@Yahoo.com,"E.16(RS)30/2001/471., Shillong, MEGHALAYA"
Samajotthan,9839109199,samajotthan@gmail.com,"784/2000-2001, DEORIA, UTTAR PRADESH"
BIHAR GRAMIN JAGRUCTA ABHIYAN SAMITI,9431073450,BGJAS1@REDIFFMAIL.COM,"595/1994-95, BEGUSARAI, BIHAR"
DRSSMCT,9412238817,drssmct@rediffmail.com,"65/1984-85, Mathura, UTTAR PRADESH"
IDEA Foundation,9890119732,foundation.idea@yahoo.com,"Mah/195/2002/Pune, Kothrud, MAHARASHTRA"
vasudha vikas sansthan,9425046523,vasudhango2000@yahoo.co.in,"IND/5031/2000, Dhar, MADHYA PRADESH"
SEHYOG VIKAS SAMITI,9312033940,sehyogdelhi@gmail.com,"S24351,  Delhi, DELHI"
Bhanushali Sarvajanik Trust,9427211064,info@bhanushalisarvajaniktrust.org.in,"E-1013/Kutch, Bhuj, GUJARAT"
youth football  club rurka kalan,9872816020,yfcrurkakalan@hotmail.com,"DIC/JAL/45/2001, Rurka Kalan, PUNJAB"
Nehru Yuva Gramin Mahila Vikas Sansthan,9411257068,shyambabushukla2009@gmail.com,"665, Mathura, UTTAR PRADESH"
AADHAAR,8765666600,aadhaar.india@gmail.com,"319/2001/2002, Gorakhpur, UTTAR PRADESH"
Bahurang Samajik Sanstha,9165299903,bahurangss@gmail.com,"10322, Rajnandgaon, CHHATTISGARH"
Dhansimla Socio Economic Research and Devevelopment Organisation,9474045923,dserdo_debasis@yahoo.co.in,"S/1L/6791 OF 2001-2002, KOLKATA, WEST BENGAL"
pragatisheel udyog samiti,9935721508,pragatisheel_ngo@yahoo.co.in,"170/1972-73, Lucknow, UTTAR PRADESH"
Interagrated Development Center Thamarassery,9895668288,idcthamarassery@gmail.com,"68/2000, Thamarassery, KERALA"
S A K Memorial Educational And Cultural Society,9406103056,sak_foundation@yahoo.co.in,"BS2380, Ambikapur, CHHATTISGARH"
RASH BEHARI NOVEL SOCIETY,9038370025,rbnsjeet@gmail.com,"S/1L33037, KOLKATA, WEST BENGAL"
GRAMYA VIKAS SANSTHAN,9453354557,GVS_Bharat@rediffmail.com,"2160/1993-94, Lucknow, UTTAR PRADESH"
Vikas Bharthi,9247303290,vikasbharathingo@gmail.com,"463 of 1997, TIRUPATI, ANDHRA PRADESH"
SOCIETY FOR EMPOWERMENT OF VILLAGES AND AGRICULTURE,8308852800,seva_satara@rediffmail.com,"MAHA/8416/SATARA, Satara, MAHARASHTRA"
Akhil Sanskritik Sansthan,9415173630,ass_bankati@yahoo.com,"2340/1988-89, basti, UTTAR PRADESH"
RAJENDRA INSTITUTE OF EDUCATION AND SOCIAL WELFARE,9431436385,rieswindia1973@gmail.com,"256/1979-80, SITAMARHI, BIHAR"
Digital Empowerment Foundation,9810042862,osamam@gmail.com,"44651, New Delhi, DELHI"
RANDHIR VERMA MEMORIAL SOCIETY,9431122555,rvfoundation@gmail.com,"504, DHANBAD, JHARKHAND"
Lotus Medical Foundation,9422051305,lotusmedicalfoundation@yahoo.co.in,"E1461, Kolhapur, MAHARASHTRA"
Purba Netajipally Rural Development Society,8116227829,pnrds_rai@yahoo.in,"S1L42574, Raiganj, WEST BENGAL"
Shree Laljee Prashikshan Kendra,9431189599,slpkmailme@gmail.com,"588, Dhanbad, JHARKHAND"
Integrated Social and Cultural Welfare Organisation,9437335447,skbiswal2018@rediffmail.com,"KJR.3069-93/1999-2000, Keonjhar, ORISSA"
womens welfare institute,9338090037,wwi_dkl@rediffmail.com,"19759/191, kendujhar, ORISSA"
IZAD,9430559191,izadpatna@gmail.com,"1257, Patna, BIHAR"
biits education society,9812542001,biitskln@gmail.com,"19, Kalanaur, HARYANA"
RESOURCE FOUNDATION,9942060027,resource.f@rediffmail.com,"117, SETHIYATHOPE, TAMIL NADU"
SOOVA,9937260313,soova_2000@rediffmail.com,"MBJ/7135-118 of 2000-01, Baripada, ORISSA"
Himalayan Jyoti Samiti,9997389370,ujsindia@rediffmail.com,"881/1996, Mussoorie, UTTARAKHAND"
GARUD,9825018074,garudgujarat@gmail.com,"F1693, AHMEDABAD , GUJARAT"
anandashram socio cultural organisation,9810793994,anandashramngo@gmail.com,"61191, Delhi, DELHI"
Sahyadri Gramin Vikas va Bahuuddeshiya Yuvak Kalyan Sanstha,9860998971,sahyadri.india@gmail.com,"230/02,F-19097, Nagpur, MAHARASHTRA"
Social Welfare and Rural Development Society,7797400142,roy_swrds@yahoo.co.in,"S/58581 of 1988-89, Ghatal, WEST BENGAL"
Adibasi Harijan InstituteandNational Social Action,9437162421,ahinsa_ngo@yahoo.com,"20035/263, Dhenkanal, ORISSA"
JAN SHIKSHAN SANSTHAN BOKARO,9811147422,jssbokaro@gmail.com,"82/06-07, Bokaro, JHARKHAND"
Bhateghori Janakalyan Samity,9932007161,bjksamity@yahoo.in,"S/75084, Howrah, WEST BENGAL"
Late Vasantrao Chandorkar Smruti Pratishthan,9422774911,sangeetnritya@hotmail.com,"E 878, Jalgaon, MAHARASHTRA"
Social Awareness Institution,9438068563,sai_social@yahoo.com,"19920 148 1995 to 96, Cuttack, ORISSA"
Hyderabad Council of Human Welfare,9963239786,hchwap@gmail.com,"3456 of 1990, Hyderabad, ANDHRA PRADESH"
Gandhigram Trust,9791719612,gandhigramtrust@gmail.com,"2974 of 1976, DINDIGUL, TAMIL NADU"
Aide et Action India,9440801758,info.india@aide-et-action.org,"18_15686 of 1988, Chennai, TAMIL NADU"
A New Friends Club,9416484636,anfc2000@gmail.com,"HR/009/2015/1094, Jind, HARYANA"
Social Action Forum for Manav Adhikar,9999767180,ngo.safma@gmail.com,"35328, New Delhi, DELHI"
Gramin Vikas Mandal,9424326553,gvm_cwa@yahoo.com,"Ni.Ni.-2018, Chhindwara, MADHYA PRADESH"
Craft Revival Trust,9810114209,mail@craftrevival.org,"1345, NEW DELHI, DELHI"
The Richmond Fellowship Society India,9845130639,rfsnationalb@gmail.com,"S16800, NEW DELHI, DELHI"
saraswati gyan mandir shikha samiti,9415528984,sgmashok@gmail.com,"667/2000-01, shahjahanpur, UTTAR PRADESH"
Shree Navjivan Gram Vikas Kendra,9879726071,navjivangramvikaskendra@yahoo.com,"Guj/1165/Kheda, Borsad, GUJARAT"
Archna Mahila Kalyan Samiti,9450356478,dev_akash@rediffmail.com,"4133/1985-86, Barabanki, UTTAR PRADESH"
LOHARAKHANDI SAHITYA SANSADA,9437046057,lss.bnj@gmail.com,"GJM7541-105 OF 2006-07, BHANJANAGAR, ORISSA"
Centre for Action on Disabled Rights  Empowerment,9441248462,cadre.in@gmail.com,"6066, Hyderabad, TELANGANA"
Ramakrishna Mission,9899709834,delhi@rkmm.org,"S/1917, New Delhi, DELHI"
NEPURA RURAL DEVELOPMENT SOCIETY,9434138597,nrds.77@rediffmail.com,"S/20941, KOLKATA, WEST BENGAL"
IGNPS,7328010667,ignps2018@rediffmail.com,"G. J. M. No. 3374 of 1993-1994, Berhampur, ORISSA"
Dasagram Sevak Sangha,9635628337,dasseva@gmail.com,"S/75059, Medinipur, WEST BENGAL"
Netaji Sangha,9836988364,netsan_08@rediffmail.com,"S/26533, Howrah, WEST BENGAL"
Social and Literacy Development Association,9450643357,slda@rediffmail.com,"1051/1985-86, Lucknow, UTTAR PRADESH"
ABM Samaj Prabodhan Sanstha,9833071426,abm_sanstha@yahoo.co.in,"MAH/1139/THANE, Kalyan, MAHARASHTRA"
AKHANDA,9774918828,akhanda_ngo@rediffmail.com,"3065, Agartala, TRIPURA"
lokshakti seva samiti,9412218448,lokshaktiorg@gmail.com,"2305, shikohabad, UTTAR PRADESH"
Lokranjan Bahuuddeshiya Sanstha,9011474963,lokranjan22@gmail.com,"MAHA-10190/Jalgoan, Jamner, MAHARASHTRA"
Multiple Action Research Group,9212716602,marg@ngo-marg.org,"S/16177/85, New Delhi, DELHI"
Swabhiman Samiti,9451958110,swabhimansamiti@gmail.com,"559, gorakhpur, UTTAR PRADESH"
Arun Institute of Rural Affairs,9938582607,aira_dkl@yahoo.co.in,"Dkl-1648/247, Dhenkanal, ORISSA"
IMPART,9837062273,impart1995@gmail.com,"291/1994-1995, Kichha, UTTARAKHAND"
National Youth Project  AP,9862563890,nyparunachal@gmail.com,"SR/ITA/4251, Itanagar, ARUNACHAL PRADESH"
Institute of Social Development,9927066957,isd_world@hotmail.com,"354/2005-2006, Kichha, UTTARAKHAND"
Society for Development Alternatives,9871990909,info@devalt.org,"12964, NEW DELHI, DELHI"
Indian Dreams Foundation,9897320428,punitasthana@gmail.com,"2614, Agra, UTTAR PRADESH"
Community Awareness and Development Foundation,9436261109,cad_foundation@rediffmail.com,"H/RS-4130, Dimapur, NAGALAND"
Global Vision,9938587868,mkpaitr739@gmail.com,"1445/07, BERHAMPUR, ORISSA"
SPADE,9433301503,spadekolkata@gmail.com,"S/76925, Kolkata, WEST BENGAL"
HOLY LORD EDUCATION SOCIETY,9437698418,hlespuri@yahoo.com,"21956 / 132  of 2004-05, PURI, ORISSA"
VOSARD,9447387538,vosard@gmail.com,"I-750/98, Kumily, KERALA"
Bagnan Jana Kalyan Samity,9830561752,secbjks@gmail.com,"S/92575, Howrah, WEST BENGAL"
DAKSHIN CHARAIKHEYA UNITED CLUB,9732740740,dcuc@rediffmail.com,"S/93721, CONTAI, WEST BENGAL"
Nightingales Medical Trust,9243737218,nightingalesmt@gmail.com,"607/97-98, Bangalore, KARNATAKA"
H O M E S Home Of Millenium Empowerment Society Gwalior,9425631668,hosmis11@dataone.in,"6026, Gwalior, MADHYA PRADESH"
